"loocv_predictions","obs_values","se_fit"
499.004304923683,1950.44671630869,308.682038964221
629.799760787708,291.49223613749,301.378039832789
826.524387995051,127.675830841164,286.688022052966
712.769102335348,482.699493408303,283.729478636133
582.793495924668,445.291289329629,284.247830195631
822.827540498705,325.742390632729,290.582391918937
414.508829214043,499.309747696023,297.222196639518
550.966518876619,537.875988006692,281.800503185702
721.431409526104,284.055754244428,291.265253529134
516.760983766805,806.366104602914,299.298289938121
1300.06823997836,1122.14922523509,341.705938717458
839.946501656066,2138.00468999157,292.914332860464
871.652316700885,520.265865326028,293.240665968068
522.433497217473,1826.4614906312,290.411427381288
801.855727712633,300.828804016213,284.31641870451
622.437411410132,393.689025879006,283.615981463029
574.941642611859,462.729642391305,284.36712221388
572.739045360939,1848.74693644057,281.490444114108
860.208213891364,364.132265508275,291.114320981988
780.269385137676,681.625405311685,288.990330888931
444.118142166882,165.764533043008,293.908132913257
312.90195911386,316.984752655129,283.146863251945
222.425945126342,306.017669677834,307.08716707935
722.319235402448,609.50051689158,298.61787150538
715.028425979934,588.914779186349,286.478375112892
528.408692482329,501.407964706521,281.042874923818
461.490411295825,409.188997268777,282.837782693654
461.796094749709,368.314056396584,290.656875332712
565.58878444074,503.281066894631,280.691285632602
690.474996430237,602.433319091897,287.797354273959
394.141132977723,307.840545654397,287.912005778679
432.333852997793,1090.0747833253,298.1239945755
732.779357099575,453.506652832131,292.215277816159
562.427635600996,394.467529296975,282.462627478963
152.758157044765,208.043069839578,300.911272963168
301.926254705117,189.282538414101,287.983624375228
567.634819933626,484.297630310159,285.552095796085
447.402184106475,225.437588691811,277.798117393421
469.492679275576,132.802274704079,307.606517657666
398.219837582119,189.316667556863,279.062843150598
254.373715108881,227.363377571206,292.730804486947
317.362706318725,211.239765167336,285.417779655694
304.357032993218,264.702257156472,275.19873427837
334.915522305804,253.638900756936,278.60527641271
257.018421501412,85.2115268708275,281.611801833054
144.804819873396,1047.48965454112,287.974727758289
295.759653055959,213.803783416848,279.971298803928
196.306758373773,219.535327911477,281.397823417111
546.845673406964,97.4474449158715,293.726965462301
271.363535015772,341.884761810403,278.977066910814
252.948293509967,285.034162521462,323.520426475673
523.221640850914,97.257869720559,282.509457079779
340.733571781269,984.007099151711,293.773314486226
241.517304059165,394.580135345559,287.257602430435
247.595644400573,203.914646148782,285.505903527181
286.03025778139,305.435846328835,277.833822344443
324.246457002506,421.063533783059,284.536528730825
174.88878473604,174.083084106545,286.231611732203
406.996422222131,220.879203796487,332.338565897646
303.500869073533,412.006286621194,278.913910610442
228.733458408264,427.57844543467,278.300345370432
270.393020173567,148.360996246438,279.125724831577
197.236174298915,98.527006149392,278.156165906996
160.348786965849,140.341781616311,284.11930874936
208.381575246952,159.23787689219,282.969693786977
154.315290439448,81.7044343949364,292.454205271098
175.909701852729,115.116733551125,298.386360084536
151.532991826844,461.299102783303,290.337748893201
200.526110155238,174.04320526133,288.02099903611
267.373664929708,157.159320831399,280.721845843221
252.875476235554,216.167137146096,284.656238439559
223.304991926105,221.946681976418,284.961831501115
214.527251616799,213.928703308205,285.283217544729
234.317413481441,161.492073059182,284.997305169539
274.817248752808,140.764277458291,281.249688111599
144.966390040088,287.853702545266,279.225036002846
158.754137804389,147.690132141213,277.726406048784
206.094677048203,70.2029724122094,276.961446483071
81.8620898727323,85.3673973084496,282.85107663361
150.315925964577,192.540092468362,279.961538040094
168.553165926693,151.35945892344,278.596515157677
51.8635164872469,243.889793396096,280.897165875223
63.9561890329695,97.7107009888695,283.899344475678
152.697154887464,126.035991668801,278.378838422496
145.603081355258,138.193943023782,280.087158158886
177.227197252599,174.999710083108,278.39986834124
227.63950774188,94.6297178269433,280.955639085052
124.912518981043,191.627288818459,279.698601067758
232.342772709961,160.539840698342,281.193510522331
137.701463941923,148.755405426125,292.44368237494
85.0996457578448,142.55615234385,278.034097974801
64.6216454669537,179.437393188577,283.016036118874
111.438680161252,159.10120010386,285.863488105266
223.547239616157,120.402900695901,291.314467170928
111.850887029529,164.287704467873,286.611685692865
189.60757990826,234.191963195901,284.990586267538
211.224281288464,170.06120300303,282.688296470644
279.180817977242,164.340156555276,284.563151022251
130.922022655109,237.235788345437,277.543889098674
134.392276758945,157.269073486428,294.611216360267
221.607109507448,185.525585174661,282.957492017194
106.733885623121,243.279504776101,289.452772722719
124.9492392739,107.20597076426,287.508404633808
190.930681271626,182.287498474221,279.780406214421
155.57142188057,286.955333709817,281.004724827056
303.21843981021,126.992839813332,278.920991609197
192.830244674468,137.803573608498,281.508479985453
219.117517657655,164.768402099709,290.357657321055
-133.099941348609,156.258453369241,388.749697676751
163.244154298742,170.733631134133,286.429573297698
308.560954064204,317.978225708108,292.890403049258
119.586189249097,158.60270690928,278.626889720044
139.244276539651,111.645671844582,277.985368662591
110.201873493771,70.3799238205956,316.286155392692
187.236304096879,68.4538154603051,283.572549295397
244.796089967242,217.599273681741,296.818711994303
75.756279572278,304.186149597268,284.71310764623
177.603616565884,268.875270843606,282.598178679126
295.920033592119,267.674161911111,282.468185685455
181.768284191717,162.761470794778,293.03523391193
294.996524618681,158.70746421824,291.216752990745
146.880607437001,127.436528205972,285.133012700089
39.4424480782754,233.731653213601,280.292516521066
163.443285510043,108.398878097634,284.734474072247
202.12590136909,192.707633972268,282.480799579606
140.291885957511,180.227046966653,278.198850158847
49.3451143890525,90.7979507447289,283.758242772732
89.273031141254,88.4402847291039,277.692191461061
-25.0006131983484,58.0760316849755,286.612383799618
177.570804915492,32.8108263016747,282.700552610529
211.015112591621,185.646075248818,285.717692900253
129.013170946997,129.972106933694,490.375457767636
133.173304737581,70.9081649781273,280.684714759783
31.2917633697937,76.2340068818139,280.255171028019
84.3298323284174,74.4541702271508,279.50318813138
124.526301796931,83.7403507233666,282.511448573616
123.604787480127,45.8277473450707,288.244835670128
141.502210486122,53.4841179848717,285.854381685177
175.917887109983,110.499668121438,287.0844196122
-1.68842510673846,58.9518127442406,302.242148361999
3648.08644089171,78.5074481965111,2284.04537452153
-1575.9932391994,37.6646633149193,2065.01054668086
